guest_id,spa_affinity_score,adventure_affinity_score,culture_affinity_score,dining_affinity_score,travel_type,budget_segment,stay_duration_days,weather_condition,temparature,rain_probability,event_category,event_popularity_score,event_indoor_flag,attraction_rating,seasonal_tourism_index,weather_activity_match,event_preference_alignment,overall_experience_score,recommended_experience,temperature
182,0.32,0.95,0.49,0.0,Business,Mid-range,6,Snowy,22.0,25,Cultural Fair,23,1,4.6,2,0.94,0.8,5,Adventure Trek,
183,0.96,0.73,0.09,1.0,Couple,Budget,11,Snowy,39.0,14,Sports Event,54,1,5.0,24,0.15,0.41,92,Spa Package,
184,0.08,0.23,0.2,1.0,Family,Luxury,6,Sunny,17.0,62,Cultural Fair,24,1,4.2,18,0.65,0.24,10,City Tour,
185,0.99,0.03,0.45,0.0,Family,Luxury,7,Snowy,26.0,75,Music Festival,84,1,4.7,92,0.08,0.51,12,Cultural Museum Visit,
186,0.08,0.83,0.43,0.0,Business,Luxury,4,Rainy,31.0,29,Cultural Fair,88,1,3.7,68,0.84,0.07,85,Adventure Trek,
187,0.72,0.92,0.24,0.0,Business,Budget,3,Cloudy,35.0,27,Food Carnival,12,1,4.0,96,0.03,0.7,53,Spa Package,
188,0.12,0.44,0.42,1.0,Family,Budget,6,Sunny,35.0,64,Music Festival,84,1,4.9,100,0.52,0.08,93,Food Experience,
189,0.29,0.4,0.07,0.0,Solo,Mid-range,10,Sunny,23.0,3,Music Festival,66,0,4.3,27,0.34,0.13,35,Indoor Wellness Retreat,
190,0.31,0.14,0.59,0.0,Business,Luxury,10,Cloudy,14.0,46,Sports Event,80,0,4.0,9,0.13,0.36,78,Spa Package,
191,0.15,0.55,0.65,1.0,Business,Luxury,9,Rainy,32.0,35,Food Carnival,29,1,3.7,73,0.66,0.94,73,Adventure Trek,
192,0.56,1.0,0.16,0.0,Couple,Luxury,12,Sunny,32.0,65,Wellness Expo,94,0,3.8,14,0.45,0.41,83,Adventure Trek,
193,0.96,0.14,1.0,0.0,Couple,Luxury,4,Rainy,37.0,100,Cultural Fair,6,1,4.9,23,0.02,0.36,42,Indoor Wellness Retreat,
194,0.91,0.21,0.12,1.0,Solo,Budget,13,Cloudy,20.0,5,Cultural Fair,93,1,3.7,61,0.25,0.58,49,Adventure Trek,
195,0.04,0.61,0.37,1.0,Business,Luxury,13,Sunny,39.0,58,Wellness Expo,83,0,4.1,99,0.88,0.53,97,Spa Package,
196,0.52,0.83,0.08,1.0,Business,Mid-range,11,Cloudy,12.0,39,Music Festival,70,0,4.9,29,0.71,0.59,33,Spa Package,
197,0.05,0.99,0.35,0.0,Business,Luxury,5,Snowy,15.0,88,Cultural Fair,24,0,4.1,52,0.84,0.24,97,Indoor Wellness Retreat,
198,0.66,0.77,0.13,1.0,Couple,Luxury,2,Cloudy,33.0,49,Cultural Fair,34,0,4.3,18,0.62,0.82,3,Cultural Museum Visit,
199,0.64,0.03,0.76,0.0,Solo,Budget,11,Rainy,28.0,26,Music Festival,13,1,3.8,85,0.66,0.71,82,Indoor Wellness Retreat,
200,0.91,0.81,0.93,1.0,Solo,Budget,12,Snowy,36.0,64,Sports Event,74,1,4.6,49,0.71,0.03,30,Food Experience,
201,0.53,0.94,0.41,0.0,Business,Budget,10,Sunny,22.0,18,Music Festival,28,1,4.1,35,0.86,0.93,36,City Tour,
202,0.9,0.7,0.69,1.0,Family,Mid-range,13,Sunny,19.0,38,Wellness Expo,5,0,4.9,72,0.28,0.98,36,City Tour,
203,0.93,0.07,0.59,1.0,Couple,Luxury,4,Cloudy,33.0,81,Wellness Expo,100,1,4.9,93,0.8,0.8,90,Indoor Wellness Retreat,
204,0.37,0.8,0.7,0.0,Business,Mid-range,2,Snowy,37.0,88,Music Festival,46,0,4.9,35,0.7,0.65,17,Indoor Wellness Retreat,
205,0.99,0.9,0.34,0.0,Solo,Budget,5,Snowy,11.0,93,Wellness Expo,68,1,4.0,7,0.07,0.57,0,City Tour,
206,0.95,0.4,0.2,0.0,Business,Budget,10,Rainy,13.0,43,Music Festival,25,1,4.9,57,0.91,0.57,86,Adventure Trek,
207,0.82,0.79,0.61,0.0,Business,Luxury,3,Sunny,20.0,15,Music Festival,2,0,4.1,0,0.42,0.69,11,Food Experience,
208,0.01,0.82,0.66,0.0,Business,Mid-range,6,Cloudy,18.0,41,Music Festival,35,0,4.6,99,0.4,0.46,72,Spa Package,
209,0.51,0.69,0.36,1.0,Family,Budget,8,Snowy,25.0,10,Food Carnival,67,0,4.7,5,0.03,0.68,78,Cultural Museum Visit,
210,0.7,0.31,0.48,0.0,Couple,Luxury,4,Snowy,22.0,44,Music Festival,29,1,3.8,41,0.62,0.64,47,City Tour,
211,0.8,0.61,0.19,1.0,Solo,Budget,13,Cloudy,38.0,93,Food Carnival,70,1,4.5,99,0.39,0.75,23,City Tour,
212,0.87,0.34,0.69,0.0,Solo,Budget,3,Cloudy,25.0,2,Food Carnival,52,0,4.2,60,0.08,0.89,67,City Tour,
213,0.28,0.06,0.19,1.0,Business,Luxury,2,Rainy,34.0,21,Wellness Expo,87,1,4.1,57,0.66,0.66,73,Spa Package,
214,0.32,0.45,0.06,0.0,Family,Mid-range,3,Cloudy,12.0,84,Cultural Fair,14,1,3.8,90,0.08,0.2,70,Adventure Trek,
215,0.8,0.33,0.15,0.0,Couple,Budget,5,Sunny,23.0,62,Music Festival,98,1,4.3,60,0.65,0.71,45,Adventure Trek,
216,0.89,0.45,0.85,0.0,Couple,Budget,10,Cloudy,32.0,59,Food Carnival,48,1,4.2,51,0.76,0.42,95,City Tour,
217,0.33,0.02,0.3,0.0,Solo,Luxury,2,Snowy,27.0,13,Sports Event,62,0,3.7,66,0.23,0.95,73,Food Experience,
218,0.5,0.03,0.25,0.0,Business,Budget,7,Rainy,38.0,38,Wellness Expo,72,0,5.0,79,0.58,0.31,62,Spa Package,
219,0.59,0.33,0.73,0.0,Family,Budget,11,Snowy,17.0,50,Cultural Fair,38,0,4.3,6,0.41,0.95,89,Indoor Wellness Retreat,
220,0.37,0.22,0.9,0.0,Business,Luxury,14,Cloudy,20.0,40,Food Carnival,57,0,4.5,60,0.39,0.66,12,Indoor Wellness Retreat,
221,0.28,0.41,0.17,0.0,Solo,Budget,7,Sunny,22.0,45,Wellness Expo,70,1,4.3,82,0.31,0.91,56,Indoor Wellness Retreat,
222,0.14,0.59,0.59,1.0,Solo,Mid-range,10,Rainy,24.0,56,Cultural Fair,92,1,3.8,3,0.69,0.22,97,Food Experience,
223,0.15,0.0,0.52,1.0,Family,Budget,3,Rainy,10.0,25,Cultural Fair,58,1,4.5,9,0.32,0.99,89,Food Experience,
224,0.04,0.29,0.6,0.0,Family,Budget,2,Snowy,31.0,33,Wellness Expo,7,0,3.9,24,0.01,0.9,14,Cultural Museum Visit,
225,0.04,0.08,0.29,1.0,Business,Budget,13,Sunny,11.0,72,Wellness Expo,9,0,4.2,53,0.49,0.55,72,Indoor Wellness Retreat,
226,0.25,0.52,0.31,0.0,Solo,Mid-range,3,Rainy,15.0,34,Sports Event,71,1,4.0,81,0.03,0.28,82,Adventure Trek,
227,0.85,0.46,0.35,0.0,Family,Budget,1,Rainy,29.0,1,Sports Event,90,1,3.6,26,0.09,0.33,40,Food Experience,
228,0.95,0.27,0.85,1.0,Family,Mid-range,7,Sunny,39.0,92,Sports Event,98,0,4.8,76,0.3,0.89,83,City Tour,
229,0.22,0.4,0.38,1.0,Family,Budget,4,Cloudy,35.0,84,Music Festival,0,0,4.2,93,0.7,0.46,77,City Tour,
230,0.93,0.5,0.88,0.0,Solo,Luxury,1,Cloudy,11.0,64,Cultural Fair,24,1,4.6,1,0.62,0.49,80,Spa Package,
231,0.29,0.47,0.84,1.0,Couple,Mid-range,3,Cloudy,39.0,86,Food Carnival,25,1,3.9,34,0.47,0.11,70,Adventure Trek,
232,0.24,0.32,0.87,0.0,Couple,Mid-range,4,Cloudy,13.0,16,Sports Event,58,0,4.5,4,0.93,0.32,52,Food Experience,
233,0.18,0.6,0.07,0.0,Solo,Mid-range,2,Rainy,11.0,95,Food Carnival,30,1,3.5,5,0.28,0.37,16,Indoor Wellness Retreat,
234,0.6,0.12,0.46,1.0,Couple,Mid-range,4,Sunny,34.0,16,Cultural Fair,16,1,3.9,89,0.91,0.69,37,City Tour,
235,0.8,0.02,0.49,0.0,Family,Budget,11,Snowy,28.0,11,Sports Event,64,0,3.7,69,0.69,0.05,12,Indoor Wellness Retreat,
236,0.74,0.05,0.65,0.0,Family,Luxury,12,Sunny,25.0,72,Wellness Expo,27,0,4.8,96,0.63,0.8,74,Indoor Wellness Retreat,
237,0.17,0.87,0.73,0.0,Family,Budget,10,Rainy,14.0,75,Food Carnival,38,1,4.5,94,0.13,0.08,94,Spa Package,
238,0.09,0.79,0.63,1.0,Family,Budget,8,Sunny,12.0,73,Sports Event,43,0,3.9,50,0.38,0.21,67,City Tour,
239,0.81,0.73,0.98,1.0,Family,Mid-range,10,Cloudy,25.0,80,Sports Event,76,0,5.0,60,0.43,0.19,97,Indoor Wellness Retreat,
240,0.21,0.56,0.11,1.0,Solo,Mid-range,3,Rainy,21.0,22,Food Carnival,69,0,3.6,10,0.02,0.52,17,Cultural Museum Visit,
241,0.45,0.22,0.85,0.0,Couple,Luxury,9,Snowy,10.0,60,Food Carnival,66,0,3.8,100,0.08,0.77,85,Cultural Museum Visit,
242,0.15,0.76,0.58,0.0,Solo,Budget,14,Sunny,37.0,99,Food Carnival,80,1,3.5,90,0.2,0.0,28,Food Experience,
243,0.18,0.22,0.44,0.0,Solo,Budget,8,Cloudy,36.0,67,Sports Event,18,0,4.4,10,0.9,0.46,96,Cultural Museum Visit,
244,0.31,0.09,0.72,0.0,Business,Luxury,9,Rainy,26.0,91,Wellness Expo,38,0,4.0,28,0.17,0.04,14,Spa Package,
245,0.85,0.17,0.72,0.0,Solo,Mid-range,2,Rainy,19.0,14,Wellness Expo,47,0,4.3,39,0.14,0.17,12,Cultural Museum Visit,
246,0.48,0.98,0.59,0.0,Couple,Luxury,3,Cloudy,15.0,23,Sports Event,10,1,4.9,30,0.93,0.23,14,Cultural Museum Visit,
247,0.92,0.86,0.46,0.0,Couple,Budget,6,Rainy,36.0,59,Cultural Fair,25,1,4.6,53,0.99,0.33,0,Spa Package,
248,0.1,0.65,0.51,0.0,Solo,Mid-range,3,Snowy,39.0,6,Music Festival,81,0,3.9,30,0.19,0.6,46,City Tour,
249,0.89,0.39,0.74,0.0,Solo,Luxury,5,Rainy,32.0,92,Wellness Expo,87,1,4.7,46,0.91,0.62,53,Food Experience,
250,0.76,0.26,0.48,0.0,Couple,Luxury,6,Cloudy,35.0,1,Music Festival,19,1,4.0,20,0.96,0.26,42,City Tour,
251,0.9,0.01,0.96,0.0,Family,Luxury,6,Snowy,29.0,2,Music Festival,10,0,4.6,19,0.93,0.7,9,City Tour,
252,0.43,0.24,0.65,1.0,Couple,Budget,14,Cloudy,14.0,37,Food Carnival,24,1,4.6,64,0.35,0.69,47,Indoor Wellness Retreat,
253,0.21,0.73,0.58,1.0,Business,Luxury,7,Snowy,28.0,36,Cultural Fair,54,0,4.5,41,0.9,0.15,88,Spa Package,
254,0.11,0.87,0.11,1.0,Solo,Budget,9,Sunny,21.0,3,Cultural Fair,50,1,4.6,27,0.9,0.52,58,Adventure Trek,
255,0.13,0.6,0.27,1.0,Solo,Mid-range,7,Sunny,19.0,71,Music Festival,2,0,4.9,96,0.3,0.66,99,City Tour,
256,0.94,0.31,0.23,0.0,Business,Mid-range,13,Snowy,33.0,1,Cultural Fair,29,0,4.1,46,0.56,0.02,65,Cultural Museum Visit,
257,0.63,0.3,0.48,0.0,Family,Budget,3,Rainy,37.0,9,Cultural Fair,84,0,4.5,16,0.02,0.94,52,Food Experience,
258,0.56,0.42,0.12,1.0,Family,Luxury,7,Rainy,30.0,7,Sports Event,47,0,3.9,24,0.34,0.01,39,Spa Package,
259,0.58,0.5,0.32,1.0,Business,Luxury,8,Cloudy,19.0,97,Sports Event,76,0,4.6,41,0.49,0.02,3,Indoor Wellness Retreat,
260,0.31,0.85,0.23,1.0,Solo,Mid-range,1,Cloudy,40.0,86,Food Carnival,97,1,3.8,15,0.48,0.87,30,Cultural Museum Visit,
261,0.71,0.37,0.49,1.0,Couple,Budget,3,Snowy,40.0,43,Cultural Fair,59,0,5.0,1,0.14,0.05,37,Food Experience,
262,0.09,0.21,0.71,0.0,Couple,Mid-range,2,Cloudy,39.0,11,Cultural Fair,73,1,3.7,79,0.13,0.1,57,City Tour,
263,0.74,0.22,0.35,0.0,Family,Luxury,1,Snowy,20.0,14,Wellness Expo,24,1,3.7,61,0.31,0.91,96,Food Experience,
264,0.85,0.83,0.93,0.0,Business,Luxury,7,Snowy,19.0,62,Food Carnival,62,0,4.1,52,0.97,0.16,92,Cultural Museum Visit,
265,0.28,0.23,0.09,1.0,Solo,Budget,14,Cloudy,23.0,46,Music Festival,6,1,4.6,34,0.41,0.18,26,Adventure Trek,
266,0.69,0.05,0.3,0.0,Couple,Mid-range,9,Rainy,31.0,60,Music Festival,37,1,5.0,98,0.5,0.74,19,Adventure Trek,
267,0.93,0.25,0.59,0.0,Couple,Luxury,2,Rainy,19.0,79,Cultural Fair,54,0,4.2,46,0.08,0.64,50,City Tour,
268,0.33,0.98,0.21,1.0,Couple,Budget,10,Cloudy,11.0,21,Sports Event,22,0,3.6,70,0.44,0.6,64,City Tour,
269,0.06,0.36,0.68,0.0,Solo,Mid-range,6,Cloudy,40.0,21,Sports Event,30,1,4.6,14,0.89,0.76,73,Cultural Museum Visit,
270,0.24,0.64,0.88,0.0,Family,Luxury,2,Cloudy,11.0,89,Sports Event,14,0,4.6,51,0.42,0.35,84,Indoor Wellness Retreat,
271,0.03,0.8,0.35,1.0,Couple,Budget,3,Rainy,14.0,83,Music Festival,13,0,4.7,0,0.07,0.63,10,City Tour,
272,0.87,0.87,0.27,0.0,Family,Budget,6,Sunny,25.0,1,Food Carnival,92,0,4.6,82,0.99,0.34,0,Spa Package,
273,0.75,0.29,0.44,0.0,Couple,Mid-range,5,Sunny,10.0,95,Sports Event,33,1,4.3,67,0.2,0.68,52,Cultural Museum Visit,
274,0.47,0.82,0.63,1.0,Solo,Budget,14,Rainy,35.0,55,Wellness Expo,9,0,4.2,61,0.11,0.72,52,Indoor Wellness Retreat,
275,0.6,0.35,0.28,0.0,Business,Mid-range,8,Rainy,22.0,14,Cultural Fair,41,1,3.7,27,0.65,0.25,43,City Tour,
276,0.03,0.82,0.32,0.0,Solo,Budget,2,Snowy,33.0,94,Wellness Expo,54,0,4.6,92,0.62,0.04,95,Spa Package,
277,0.74,0.66,0.02,1.0,Couple,Mid-range,14,Cloudy,25.0,88,Wellness Expo,29,1,4.2,55,0.61,0.95,43,Food Experience,
278,0.1,0.42,0.1,0.0,Couple,Luxury,4,Snowy,32.0,15,Cultural Fair,98,1,4.5,20,0.02,0.11,5,Food Experience,
279,0.97,0.91,0.94,0.0,Couple,Luxury,5,Cloudy,34.0,42,Food Carnival,51,0,4.2,31,0.42,0.92,6,Food Experience,
280,0.67,0.58,0.77,0.0,Business,Luxury,3,Sunny,37.0,72,Sports Event,38,0,5.0,83,0.24,0.02,32,Food Experience,
281,0.04,0.97,0.64,1.0,Business,Mid-range,11,Snowy,24.0,7,Sports Event,58,1,4.5,69,0.94,0.66,88,Cultural Museum Visit,
282,0.81,0.63,0.48,1.0,Solo,Luxury,8,Snowy,18.0,100,Music Festival,39,0,3.9,0,0.5,0.36,32,Indoor Wellness Retreat,
283,0.19,0.13,0.0,0.0,Business,Mid-range,14,Cloudy,27.0,17,Wellness Expo,94,0,3.6,36,0.3,0.63,8,Spa Package,
284,0.68,0.54,0.48,0.0,Business,Luxury,14,Snowy,18.0,70,Food Carnival,35,0,3.7,45,0.78,0.41,27,Cultural Museum Visit,
285,0.79,0.44,0.2,1.0,Solo,Luxury,7,Snowy,26.0,42,Cultural Fair,51,1,4.3,5,0.47,0.18,22,Adventure Trek,
286,0.57,0.59,0.55,1.0,Business,Budget,3,Rainy,16.0,48,Music Festival,34,0,3.9,5,0.27,0.01,70,Adventure Trek,
287,0.46,0.87,0.69,0.0,Business,Mid-range,9,Rainy,13.0,72,Wellness Expo,22,1,4.5,17,0.48,0.69,19,Cultural Museum Visit,
288,0.31,0.31,0.17,0.0,Family,Luxury,4,Rainy,32.0,64,Sports Event,49,0,3.6,79,0.14,0.54,98,Adventure Trek,
289,0.09,0.32,0.87,0.0,Couple,Budget,2,Snowy,20.0,7,Cultural Fair,64,1,4.2,38,0.45,0.21,13,Indoor Wellness Retreat,
290,0.71,0.76,0.56,0.0,Couple,Luxury,7,Snowy,33.0,25,Wellness Expo,3,0,4.4,69,0.6,0.33,44,Spa Package,
291,0.85,0.39,0.9,0.0,Business,Luxury,11,Snowy,22.0,75,Cultural Fair,65,0,4.8,21,0.26,0.37,11,Adventure Trek,
292,0.24,0.99,0.04,0.0,Business,Luxury,6,Cloudy,24.0,60,Sports Event,83,0,4.3,54,0.95,0.69,54,Indoor Wellness Retreat,
293,0.03,0.19,0.25,0.0,Business,Luxury,13,Sunny,39.0,30,Music Festival,22,1,3.8,81,0.55,0.72,96,Cultural Museum Visit,
294,0.89,0.57,0.64,1.0,Business,Mid-range,3,Rainy,24.0,85,Cultural Fair,35,0,4.3,50,0.7,0.02,94,Food Experience,
295,0.22,0.86,0.35,0.0,Couple,Luxury,1,Cloudy,24.0,16,Food Carnival,89,1,4.7,24,0.36,0.8,29,Cultural Museum Visit,
296,0.28,0.72,0.59,0.0,Business,Luxury,8,Cloudy,18.0,22,Wellness Expo,49,1,4.2,91,0.06,0.81,51,Indoor Wellness Retreat,
297,0.45,0.83,0.2,1.0,Family,Luxury,12,Snowy,22.0,3,Music Festival,57,0,4.7,78,0.19,0.22,96,Spa Package,
298,0.88,0.02,0.57,1.0,Couple,Mid-range,2,Rainy,15.0,63,Cultural Fair,74,1,4.2,40,0.42,0.91,18,Food Experience,
299,0.29,0.62,0.02,1.0,Couple,Budget,3,Rainy,21.0,60,Cultural Fair,23,1,4.1,91,0.04,0.71,96,City Tour,
300,0.58,0.07,0.14,1.0,Family,Luxury,11,Snowy,30.0,18,Sports Event,91,1,4.0,48,0.87,0.17,71,Indoor Wellness Retreat,
301,0.37,0.91,0.87,1.0,Business,Budget,1,Sunny,13.0,1,Wellness Expo,26,1,4.6,59,0.88,0.05,39,Food Experience,
302,0.03,0.98,0.07,1.0,Solo,Luxury,13,Sunny,29.0,74,Music Festival,6,1,4.3,10,0.57,0.55,69,Spa Package,
303,0.33,0.65,0.36,1.0,Business,Budget,14,Rainy,37.0,86,Sports Event,48,0,3.7,98,0.71,0.94,4,Food Experience,
304,0.38,0.12,0.12,0.0,Business,Mid-range,6,Snowy,12.0,51,Cultural Fair,3,1,4.2,35,0.29,1.0,97,Adventure Trek,
305,0.94,0.99,0.91,1.0,Solo,Mid-range,11,Cloudy,12.0,90,Wellness Expo,75,1,4.8,0,0.5,0.51,67,Food Experience,
306,0.75,0.13,0.67,0.0,Family,Mid-range,9,Rainy,18.0,56,Cultural Fair,41,0,4.5,99,0.81,0.99,47,City Tour,
307,0.67,0.82,0.92,0.0,Family,Luxury,9,Sunny,30.0,66,Music Festival,42,1,4.6,26,0.56,0.82,40,Adventure Trek,
308,0.14,0.32,0.62,1.0,Family,Budget,11,Snowy,18.0,12,Food Carnival,12,1,4.7,100,0.92,0.65,39,Indoor Wellness Retreat,
309,0.61,0.11,0.25,1.0,Family,Mid-range,14,Cloudy,13.0,26,Sports Event,91,1,4.9,67,0.85,0.33,50,Adventure Trek,
310,0.22,0.9,0.35,0.0,Business,Luxury,12,Sunny,22.0,1,Sports Event,53,1,5.0,72,0.99,0.65,4,Adventure Trek,
311,0.35,0.96,0.41,1.0,Family,Budget,13,Cloudy,16.0,9,Wellness Expo,48,0,4.2,30,0.48,0.9,91,Cultural Museum Visit,
312,0.45,0.66,0.65,1.0,Solo,Mid-range,8,Snowy,21.0,94,Wellness Expo,6,1,3.7,88,0.05,0.36,86,Food Experience,
313,0.42,0.38,0.83,1.0,Family,Mid-range,2,Sunny,39.0,32,Wellness Expo,46,0,4.7,47,0.59,0.12,86,City Tour,
314,0.16,0.11,0.99,0.0,Solo,Budget,3,Cloudy,24.0,73,Sports Event,70,1,4.8,18,0.79,0.74,47,Adventure Trek,
315,0.94,0.49,0.96,1.0,Family,Luxury,6,Rainy,15.0,25,Music Festival,20,0,3.5,90,0.61,0.26,22,Spa Package,
316,0.0,0.65,0.52,0.0,Couple,Budget,2,Sunny,14.0,42,Sports Event,30,1,4.9,29,0.89,0.83,53,Food Experience,
317,0.89,0.37,0.51,1.0,Family,Budget,1,Snowy,27.0,14,Sports Event,10,1,4.9,45,0.23,0.96,96,Adventure Trek,
318,0.97,0.8,0.93,1.0,Couple,Budget,9,Sunny,37.0,26,Music Festival,43,0,4.7,57,0.19,0.79,28,Food Experience,
319,0.17,0.34,0.87,0.0,Family,Budget,5,Sunny,17.0,18,Sports Event,53,1,3.6,66,0.89,0.97,28,Food Experience,
320,0.35,0.25,0.81,0.0,Business,Luxury,3,Rainy,13.0,27,Wellness Expo,7,0,4.4,65,0.03,0.13,75,Spa Package,
321,0.77,0.39,0.78,1.0,Couple,Luxury,5,Sunny,19.0,61,Sports Event,41,0,4.6,81,0.01,0.69,63,Food Experience,
322,0.15,0.89,0.66,0.0,Solo,Mid-range,13,Cloudy,37.0,58,Food Carnival,74,1,3.7,25,0.04,0.83,53,Cultural Museum Visit,
323,0.62,0.09,0.26,1.0,Business,Luxury,5,Cloudy,29.0,66,Wellness Expo,38,0,3.9,67,0.96,0.59,40,Indoor Wellness Retreat,
324,0.34,0.28,0.83,1.0,Family,Budget,1,Cloudy,33.0,2,Food Carnival,2,0,4.9,65,0.72,0.61,27,Cultural Museum Visit,
325,0.27,0.08,0.85,1.0,Solo,Budget,6,Rainy,36.0,63,Cultural Fair,32,1,4.4,20,0.21,0.98,83,City Tour,
326,0.64,0.52,0.87,1.0,Family,Luxury,10,Snowy,40.0,99,Cultural Fair,23,1,4.6,26,0.4,0.06,6,Food Experience,
327,0.13,0.37,0.17,0.0,Solo,Luxury,1,Snowy,29.0,55,Music Festival,58,1,3.7,69,0.38,0.57,84,Food Experience,
328,0.29,0.88,0.19,0.0,Family,Luxury,7,Sunny,10.0,60,Food Carnival,3,1,4.1,92,0.97,0.67,63,Adventure Trek,
329,0.07,0.55,0.43,0.0,Solo,Luxury,11,Snowy,35.0,44,Music Festival,83,1,4.1,33,0.44,0.66,39,Spa Package,
330,0.72,0.71,0.95,0.0,Family,Mid-range,9,Sunny,17.0,17,Cultural Fair,77,1,4.8,73,0.23,0.38,48,Cultural Museum Visit,
331,0.66,0.35,0.43,0.0,Family,Luxury,1,Snowy,32.0,62,Music Festival,86,1,4.6,94,0.01,0.36,14,Spa Package,
332,0.12,0.45,0.32,1.0,Business,Budget,7,Snowy,13.0,21,Sports Event,87,1,4.9,75,0.48,0.34,83,Indoor Wellness Retreat,
333,0.58,0.8,0.52,1.0,Business,Luxury,6,Snowy,22.0,97,Music Festival,66,1,4.3,59,0.95,0.32,53,Cultural Museum Visit,
334,0.24,0.59,0.6,1.0,Couple,Budget,12,Rainy,25.0,83,Cultural Fair,55,1,4.2,57,0.66,0.67,51,Indoor Wellness Retreat,
335,0.62,0.99,0.61,1.0,Solo,Mid-range,7,Sunny,16.0,14,Sports Event,100,1,4.0,43,0.61,0.7,65,Food Experience,
336,0.84,0.78,0.88,0.0,Family,Budget,6,Rainy,13.0,76,Sports Event,82,0,4.3,100,0.42,0.57,14,Food Experience,
337,0.11,0.05,0.45,1.0,Couple,Budget,7,Sunny,10.0,88,Wellness Expo,40,1,3.9,27,0.1,0.93,5,Indoor Wellness Retreat,
338,0.1,0.28,0.93,0.0,Solo,Luxury,3,Cloudy,39.0,5,Music Festival,6,0,4.7,48,0.13,0.48,60,Spa Package,
339,0.42,0.44,0.7,1.0,Business,Mid-range,11,Cloudy,14.0,23,Wellness Expo,4,0,4.8,81,0.57,0.49,15,Adventure Trek,
340,0.95,0.2,0.81,0.0,Couple,Mid-range,6,Cloudy,15.0,26,Music Festival,28,0,3.8,36,0.82,0.89,96,Adventure Trek,
341,0.87,0.78,0.57,1.0,Solo,Luxury,4,Rainy,40.0,6,Wellness Expo,60,1,4.0,49,0.78,0.36,71,Cultural Museum Visit,
342,0.66,0.13,0.79,1.0,Couple,Budget,12,Rainy,29.0,51,Music Festival,88,0,4.3,89,0.79,0.31,26,Spa Package,
343,0.34,0.3,0.56,0.0,Couple,Budget,14,Sunny,34.0,84,Music Festival,3,1,4.0,68,0.64,0.74,63,City Tour,
344,0.94,0.44,0.19,1.0,Family,Budget,6,Sunny,18.0,42,Sports Event,71,0,4.2,84,0.31,0.4,49,Indoor Wellness Retreat,
345,0.44,0.8,0.83,0.0,Business,Mid-range,11,Rainy,13.0,82,Cultural Fair,11,0,3.9,76,0.31,0.45,47,Spa Package,
346,0.22,0.66,0.2,0.0,Family,Budget,11,Rainy,40.0,27,Wellness Expo,30,0,3.7,37,0.46,0.56,35,Food Experience,
347,0.73,0.54,0.62,1.0,Business,Mid-range,3,Snowy,22.0,80,Food Carnival,25,1,4.3,8,0.05,0.93,34,Cultural Museum Visit,
348,0.31,0.32,0.61,0.0,Couple,Mid-range,12,Cloudy,28.0,91,Music Festival,20,1,4.1,34,0.32,0.49,10,City Tour,
349,0.53,0.85,0.26,0.0,Couple,Budget,12,Rainy,14.0,59,Wellness Expo,26,0,3.7,70,0.71,0.61,83,Food Experience,
350,0.09,0.31,0.15,0.0,Couple,Luxury,7,Snowy,25.0,82,Cultural Fair,22,1,3.6,78,0.94,0.71,81,Cultural Museum Visit,
351,0.39,0.9,0.13,0.0,Business,Luxury,7,Cloudy,17.0,97,Food Carnival,30,1,4.8,73,0.85,0.33,83,Adventure Trek,
352,0.19,0.19,0.01,1.0,Family,Mid-range,7,Snowy,12.0,18,Cultural Fair,16,1,3.8,13,0.91,0.29,16,Cultural Museum Visit,
353,0.2,0.33,0.56,0.0,Business,Luxury,5,Rainy,39.0,30,Sports Event,41,0,4.2,87,0.83,0.57,0,Indoor Wellness Retreat,
354,0.8,0.71,0.98,0.0,Family,Mid-range,3,Snowy,27.0,25,Sports Event,52,0,4.8,81,0.94,0.9,83,Food Experience,
355,0.19,1.0,0.57,1.0,Business,Mid-range,6,Rainy,19.0,64,Cultural Fair,66,0,4.5,83,0.58,0.49,72,Indoor Wellness Retreat,
356,0.02,0.52,0.26,1.0,Business,Mid-range,1,Cloudy,37.0,63,Wellness Expo,47,0,3.6,51,0.93,0.4,40,Food Experience,
357,0.33,0.16,0.89,0.0,Family,Luxury,4,Sunny,39.0,18,Sports Event,58,0,3.6,56,0.99,0.53,0,Adventure Trek,
358,0.42,0.95,0.45,1.0,Business,Budget,6,Rainy,20.0,65,Cultural Fair,98,1,4.2,9,0.73,0.05,99,Spa Package,
359,0.55,0.17,0.93,1.0,Business,Luxury,7,Snowy,20.0,91,Wellness Expo,44,1,4.6,83,0.4,0.66,92,Spa Package,
360,0.68,0.36,0.77,0.0,Family,Budget,5,Snowy,32.0,5,Music Festival,35,1,4.6,51,0.46,0.37,13,Cultural Museum Visit,
361,0.92,0.16,0.99,1.0,Family,Luxury,1,Snowy,31.0,11,Food Carnival,57,0,4.5,46,0.89,0.17,16,Indoor Wellness Retreat,
362,0.09,0.53,0.29,1.0,Business,Luxury,12,Rainy,18.0,82,Sports Event,28,0,4.5,85,0.65,0.03,92,Adventure Trek,
363,0.79,0.28,0.33,0.0,Family,Luxury,13,Sunny,36.0,39,Cultural Fair,79,0,4.2,31,0.04,0.0,2,Adventure Trek,
